match,company_name_1,company_name_2,company_country_1,company_country_2,company_market_cap_1,company_market_cap_2,company_employees_1,company_employees_2,company_website_1,company_website_2,company_headquarters_1,company_headquarters_2,file_name_1,file_name_2,company_industry_1,company_industry_2,company_legal_form_1,company_legal_form_2,company_address_1,company_address_2,company_status_1,company_status_2
0,Apple,Ibm,USA,USA,"['394,330 Million USD', '99,803 Million USD', 'Sep-2022', '352,760 Million USD', '302,080 Million USD', '50,672 Million USD']","['57,350 Million USD', '5,743 Million USD', 'Dec-2021', '132,000 Million USD', '113,100 Million USD', '18,901 Million USD']","""['1', 'California', '154,000', 'Tim Cook', ""['Steve Jobs'","['123', 'New York', '375,300', 'Arvind Krishna', 'Charles Ranlett Flint']", 'Steve Wozniak',https://www.ibm.com/," 'Ronald Wayne']""]""","['Technology', 'Software and IT', 'Software Products', 'Computers Hardware', 'Laptops', 'Cloud Services', 'Artificial Intelligence', 'Internet of Things', 'Electronics', 'Consumer Electronics']",https://www.apple.com/,valueToday_dataset,"['Technology', 'Mobiles & Accessories', 'Electronics', 'Consumer Electronics', 'Computers Hardware', 'Software and IT', 'Music', 'Tablets', 'Technology Hardware and Instruments', 'Retail', 'Artificial Intelligence', 'Laptops', 'Software Products']",,valueToday_dataset,,,,,
0,Tesla,Volkswagen,USA,Germany,"['$1.2 Trillion', '$80 Billion']","['500 Billion EUR', '70 Billion EUR']","110,000","662,575",https://www.tesla.com/,https://www.volkswagen.com/,"['Electric Vehicles', 'Automotive', 'Technology']","['Automotive', 'Electric Vehicles']",EV_dataset,Auto_dataset,,,,,,,,
0,Toyota Auto,Sony Technologies,Japan,Japan,"['298 Billion USD', '29.8 Billion USD']","['122 Billion USD', '20.5 Billion USD']","365,500","110,500",https://www.toyota-auto.com/,https://www.sony-technologies.com/,"['Automotive', 'Manufacturing']","['Technology', 'Electronics', 'Entertainment']",Auto_dataset,Tech_dataset,,,,,,,,
0,SAP,Volkswagen,Germany,Germany,"['150 Billion EUR', '27 Billion EUR']","['500 Billion EUR', '70 Billion EUR']","100,000","662,575",https://www.sap.com/,https://www.volkswagen.com/,"['Technology', 'Software', 'Enterprise Solutions']","['Automotive', 'Electric Vehicles']",Tech_dataset,Auto_dataset,,,,,,,,
0,APPLE INC.,Alphabet Inc,"['California(CA)', 'UNITED STATES']",USA,,"['$1.75 Trillion', '$270 Billion']","['3192', nan]","148,000",https://www.info-clipper.com/en/company/united-states/apple-inc.usd10543w.html,https://www.abc.xyz/,,"['Technology', 'Advertising', 'AI']",wissel_aziende_info_clipper,Tech_dataset,,,,,1 APPLE PARK WAY,,"['CUPERTINO', 'Headquarter']",
0,Apple,IBM,USA,United States,"['394,330 Million USD', '99,803 Million USD', 'Sep-2022', '352,760 Million USD', '302,080 Million USD', '50,672 Million USD']","['$67.25 B', '$5.52 B', '$133.28 B', '$124.33 B']","""['1', 'California', '154,000', 'Tim Cook', ""['Steve Jobs'",, 'Steve Wozniak',," 'Ronald Wayne']""]""",,https://www.apple.com/,MalPatSaj_forbes,"['Technology', 'Mobiles & Accessories', 'Electronics', 'Consumer Electronics', 'Computers Hardware', 'Software and IT', 'Music', 'Tablets', 'Technology Hardware and Instruments', 'Retail', 'Artificial Intelligence', 'Laptops', 'Software Products']",,valueToday_dataset,,,,,
0,SAP Technologies,Volkswagen Manufacturing,Germany,Germany,"['151 Billion EUR', '27.5 Billion EUR']","['505 Billion EUR', '71 Billion EUR']","100,200","663,500",https://www.sap-technologies.com/,https://www.volkswagen-manufacturing.com/,"['Software', 'Technology', 'Cloud Solutions']","['Automotive', 'Manufacturing', 'Transportation']",Tech_dataset,Auto_dataset,,,,,,,,
0,Apple Hospitality Reit,Apple,USA,USA,"['933 Million USD', '18 Million USD', 'For Year ending Dec-2021', '4,790 Million USD', '1,643 Million USD', '3,147 Million USD']","['394,330 Million USD', '99,803 Million USD', 'Sep-2022', '352,760 Million USD', '302,080 Million USD', '50,672 Million USD']","['4,035', 'Virginia', '63', nan, nan]","""['1', 'California', '154,000', 'Tim Cook', ""['Steve Jobs'",https://applehospitalityreit.com, 'Steve Wozniak',"['Real Estate', 'Consumer Services', 'Hotels', 'Property Investments']"," 'Ronald Wayne']""]""",valueToday_dataset,https://www.apple.com/,,"['Technology', 'Mobiles & Accessories', 'Electronics', 'Consumer Electronics', 'Computers Hardware', 'Software and IT', 'Music', 'Tablets', 'Technology Hardware and Instruments', 'Retail', 'Artificial Intelligence', 'Laptops', 'Software Products']",,valueToday_dataset,,,,
0,SAP Global,Volkswagen Manufacturing,Germany,Germany,"['149 Billion EUR', '26.5 Billion EUR']","['505 Billion EUR', '71 Billion EUR']","99,800","663,500",https://www.sap-global.com/,https://www.volkswagen-manufacturing.com/,"['Technology', 'Enterprise Solutions', 'Software']","['Automotive', 'Manufacturing', 'Transportation']",Tech_dataset,Auto_dataset,,,,,,,,
0,APPLE INC.,TESLA MOTORS INC.,"['California(CA)', 'UNITED STATES']",USA,,"['$900 Billion', '$75 Billion']","['3192', nan]","108,000",https://www.info-clipper.com/en/company/united-states/apple-inc.usd10543w.html,https://www.teslamotors.com/,,"['Electric Vehicles', 'Batteries', 'AI']",wissel_aziende_info_clipper,EV_dataset,,,,,1 APPLE PARK WAY,,"['CUPERTINO', 'Headquarter']",
0,Microsoft Corporation,Alphabet Inc,USA,USA,"['$2.45 Trillion', '$195 Billion']","['$1.75 Trillion', '$270 Billion']","218,000","148,000",https://www.microsoft.com/,https://www.abc.xyz/,"['Technology', 'Software', 'Enterprise Solutions']","['Technology', 'Advertising', 'AI']",Tech_dataset,Tech_dataset,,,,,,,,
0,TESLA MOTORS INC.,Volkswagen Motors,USA,Germany,"['$900 Billion', '$75 Billion']","['498 Billion EUR', '69.5 Billion EUR']","108,000","661,000",https://www.teslamotors.com/,https://www.volkswagen-motors.com/,"['Electric Vehicles', 'Batteries', 'AI']","['Automotive', 'Electric Vehicles', 'Transportation']",EV_dataset,Auto_dataset,,,,,,,,
0,Apple,Tesla,USA,USA,"['394,330 Million USD', '99,803 Million USD', 'Sep-2022', '352,760 Million USD', '302,080 Million USD', '50,672 Million USD']","['$1.2 Trillion', '$80 Billion']","""['1', 'California', '154,000', 'Tim Cook', ""['Steve Jobs'","110,000", 'Steve Wozniak',https://www.tesla.com/," 'Ronald Wayne']""]""","['Electric Vehicles', 'Automotive', 'Technology']",https://www.apple.com/,EV_dataset,"['Technology', 'Mobiles & Accessories', 'Electronics', 'Consumer Electronics', 'Computers Hardware', 'Software and IT', 'Music', 'Tablets', 'Technology Hardware and Instruments', 'Retail', 'Artificial Intelligence', 'Laptops', 'Software Products']",,valueToday_dataset,,,,,
0,Delta Air Lines,Delta Electronics,USA,Taiwan,"['29,899 Million USD', '280 Million USD', 'Dec-2021', '72,459 Million USD', '68,572 Million USD', '3,887 Million USD']","['10,963 Million USD', '934 Million USD', 'Dec-2021', '12,721 Million USD', '7,328 Million USD', '5,393 Million USD']","['794', 'Georgia', '83,000', 'Ed Bastian', 'Collett E. Woolman']","['790', nan, '80,000', 'Ping Zheng', nan]",https://www.delta.com/,https://www.deltaww.com/,"['Industries', 'Airlines', 'Aviation', 'Transportation']","['Technology', 'Electronics', 'Technology Hardware and Instruments', 'Capital Goods']",valueToday_dataset,valueToday_dataset,,,,,,,,
1,Google,Alphabet Inc,USA,USA,"['$1.8 Trillion', '$280 Billion']","['$1.75 Trillion', '$270 Billion']","150,000","148,000",https://www.google.com/,https://www.abc.xyz/,"['Technology', 'Internet', 'AI']","['Technology', 'Advertising', 'AI']",Tech_dataset,Tech_dataset,,,,,,,,
0,Delta Air Lines,Delta Electronics Inc,USA,Taiwan,"['29,899 Million USD', '280 Million USD', 'Dec-2021', '72,459 Million USD', '68,572 Million USD', '3,887 Million USD']","['$24.6B', '$11.3B']","['794', 'Georgia', '83,000', 'Ed Bastian', 'Collett E. Woolman']","68,000",https://www.delta.com/,,"['Industries', 'Airlines', 'Aviation', 'Transportation']",,valueToday_dataset,output_globaldata,,Technology and Communications,,,,,,"No. 186, Ruey Kuang Road, Neihu District, Taipei, 114501"
0,Ibm,Siemens,USA,Germany,"['57,350 Million USD', '5,743 Million USD', 'Dec-2021', '132,000 Million USD', '113,100 Million USD', '18,901 Million USD']","['120 Billion EUR', '20 Billion EUR']","['123', 'New York', '375,300', 'Arvind Krishna', 'Charles Ranlett Flint']","303,000",https://www.ibm.com/,https://www.siemens.com/,"['Technology', 'Software and IT', 'Software Products', 'Computers Hardware', 'Laptops', 'Cloud Services', 'Artificial Intelligence', 'Internet of Things', 'Electronics', 'Consumer Electronics']","['Technology', 'Automation', 'Energy', 'Healthcare']",valueToday_dataset,Tech_dataset,,,,,,,,
0,Apple Hospitality Reit,APPLE INC.,USA,"['California(CA)', 'UNITED STATES']","['933 Million USD', '18 Million USD', 'For Year ending Dec-2021', '4,790 Million USD', '1,643 Million USD', '3,147 Million USD']",,"['4,035', 'Virginia', '63', nan, nan]","['3192', nan]",https://applehospitalityreit.com,https://www.info-clipper.com/en/company/united-states/apple-inc.usd10543w.html,"['Real Estate', 'Consumer Services', 'Hotels', 'Property Investments']",,valueToday_dataset,wissel_aziende_info_clipper,,,,,,1 APPLE PARK WAY,,"['CUPERTINO', 'Headquarter']"
0,Delta Electronics Inc,Toyota Corporation,Taiwan,Japan,"['$24.6B', '$11.3B']","['302 Billion USD', '30.2 Billion USD']","68,000","367,000",,https://www.toyota-corporation.com/,,"['Automotive', 'Electric Vehicles', 'Mobility']",output_globaldata,Auto_dataset,Technology and Communications,,,,,,"No. 186, Ruey Kuang Road, Neihu District, Taipei, 114501",
0,Volkswagen Motors,Toyota,Germany,Japan,"['498 Billion EUR', '69.5 Billion EUR']","['300 Billion USD', '30 Billion USD']","661,000","366,283",https://www.volkswagen-motors.com/,https://www.toyota-global.com/,"['Automotive', 'Electric Vehicles', 'Transportation']","['Automotive', 'Electric Vehicles']",Auto_dataset,Auto_dataset,,,,,,,,
0,Amazon.com,AMAZON ITALIA LOGISTICA SRL,USA,"['ITALY', 'ITALY']","['469,820 Million USD', '33,364 Million USD', 'Dec-2021', '420,550 Million USD', '282,300 Million USD', '138,240 Million USD']",,"['5', 'Washington', '1,335,000', 'Andy Jassy', 'Jeff Bezos']","['3903', nan]",https://www.amazon.com/,https://www.info-clipper.com/en/company/italy/amazon-italia-logistica-srl.itd74gd6a.html,"['eCommerce', 'Internet or Mobile App Based Business', 'Cloud Services', 'Software and IT', 'Artificial Intelligence', 'Technology', 'Consulting Services', 'Consumer Services', 'Software Products', 'Retail']",,valueToday_dataset,wissel_aziende_info_clipper,,,,,,VIALE MONTE GRAPPA 3/5,,"['MILANO', 'Headquarter']"
0,Apple,Microsoft Corporation,USA,USA,"['394,330 Million USD', '99,803 Million USD', 'Sep-2022', '352,760 Million USD', '302,080 Million USD', '50,672 Million USD']","['$2.45 Trillion', '$195 Billion']","""['1', 'California', '154,000', 'Tim Cook', ""['Steve Jobs'","218,000", 'Steve Wozniak',https://www.microsoft.com/," 'Ronald Wayne']""]""","['Technology', 'Software', 'Enterprise Solutions']",https://www.apple.com/,Tech_dataset,"['Technology', 'Mobiles & Accessories', 'Electronics', 'Consumer Electronics', 'Computers Hardware', 'Software and IT', 'Music', 'Tablets', 'Technology Hardware and Instruments', 'Retail', 'Artificial Intelligence', 'Laptops', 'Software Products']",,valueToday_dataset,,,,,
0,TESLA MOTORS INC.,Toyota Corporation,USA,Japan,"['$900 Billion', '$75 Billion']","['302 Billion USD', '30.2 Billion USD']","108,000","367,000",https://www.teslamotors.com/,https://www.toyota-corporation.com/,"['Electric Vehicles', 'Batteries', 'AI']","['Automotive', 'Electric Vehicles', 'Mobility']",EV_dataset,Auto_dataset,,,,,,,,
0,International Business Machines Corp,TESLA MOTORS INC.,United States of America,USA,"['$126.9B', '$57.4B']","['$900 Billion', '$75 Billion']","307,600","108,000",,https://www.teslamotors.com/,,"['Electric Vehicles', 'Batteries', 'AI']",output_globaldata,EV_dataset,Technology and Communications,,,,,,"1 New Orchard Road, Armonk, New York, 10504",
0,Amazon.com,Microsoft,USA,USA,"['469,820 Million USD', '33,364 Million USD', 'Dec-2021', '420,550 Million USD', '282,300 Million USD', '138,240 Million USD']","['$2.5 Trillion', '$198 Billion']","['5', 'Washington', '1,335,000', 'Andy Jassy', 'Jeff Bezos']","221,000",https://www.amazon.com/,https://www.microsoft.com/,"['eCommerce', 'Internet or Mobile App Based Business', 'Cloud Services', 'Software and IT', 'Artificial Intelligence', 'Technology', 'Consulting Services', 'Consumer Services', 'Software Products', 'Retail']","['Technology', 'Software', 'Cloud Computing']",valueToday_dataset,Tech_dataset,,,,,,,,
0,Volkswagen Motors,Toyota Corporation,Germany,Japan,"['498 Billion EUR', '69.5 Billion EUR']","['302 Billion USD', '30.2 Billion USD']","661,000","367,000",https://www.volkswagen-motors.com/,https://www.toyota-corporation.com/,"['Automotive', 'Electric Vehicles', 'Transportation']","['Automotive', 'Electric Vehicles', 'Mobility']",Auto_dataset,Auto_dataset,,,,,,,,
0,Siemens Engineering,Volkswagen,Germany,Germany,"['121 Billion EUR', '20.2 Billion EUR']","['500 Billion EUR', '70 Billion EUR']","303,500","662,575",https://www.siemens-engineering.com/,https://www.volkswagen.com/,"['Automation', 'Technology', 'Industrial']","['Automotive', 'Electric Vehicles']",Tech_dataset,Auto_dataset,,,,,,,,
0,SAP Global,Volkswagen Motors,Germany,Germany,"['149 Billion EUR', '26.5 Billion EUR']","['498 Billion EUR', '69.5 Billion EUR']","99,800","661,000",https://www.sap-global.com/,https://www.volkswagen-motors.com/,"['Technology', 'Enterprise Solutions', 'Software']","['Automotive', 'Electric Vehicles', 'Transportation']",Tech_dataset,Auto_dataset,,,,,,,,
0,Volkswagen Motors,Toyota Auto,Germany,Japan,"['498 Billion EUR', '69.5 Billion EUR']","['298 Billion USD', '29.8 Billion USD']","661,000","365,500",https://www.volkswagen-motors.com/,https://www.toyota-auto.com/,"['Automotive', 'Electric Vehicles', 'Transportation']","['Automotive', 'Manufacturing']",Auto_dataset,Auto_dataset,,,,,,,,
0,TESLA MOTORS INC.,Alphabet Inc,USA,USA,"['$900 Billion', '$75 Billion']","['$1.75 Trillion', '$270 Billion']","108,000","148,000",https://www.teslamotors.com/,https://www.abc.xyz/,"['Electric Vehicles', 'Batteries', 'AI']","['Technology', 'Advertising', 'AI']",EV_dataset,Tech_dataset,,,,,,,,
0,Apple,Sony,USA,Japan,"['394,330 Million USD', '99,803 Million USD', 'Sep-2022', '352,760 Million USD', '302,080 Million USD', '50,672 Million USD']","['120 Billion USD', '20 Billion USD']","""['1', 'California', '154,000', 'Tim Cook', ""['Steve Jobs'","109,700", 'Steve Wozniak',https://www.sony.com/," 'Ronald Wayne']""]""","['Technology', 'Consumer Electronics', 'Entertainment']",https://www.apple.com/,Tech_dataset,"['Technology', 'Mobiles & Accessories', 'Electronics', 'Consumer Electronics', 'Computers Hardware', 'Software and IT', 'Music', 'Tablets', 'Technology Hardware and Instruments', 'Retail', 'Artificial Intelligence', 'Laptops', 'Software Products']",,valueToday_dataset,,,,,
0,Microsoft Corporation,Google,USA,USA,"['$2.45 Trillion', '$195 Billion']","['$1.8 Trillion', '$280 Billion']","218,000","150,000",https://www.microsoft.com/,https://www.google.com/,"['Technology', 'Software', 'Enterprise Solutions']","['Technology', 'Internet', 'AI']",Tech_dataset,Tech_dataset,,,,,,,,
0,Ibm,Alphabet Inc,USA,USA,"['57,350 Million USD', '5,743 Million USD', 'Dec-2021', '132,000 Million USD', '113,100 Million USD', '18,901 Million USD']","['$1.75 Trillion', '$270 Billion']","['123', 'New York', '375,300', 'Arvind Krishna', 'Charles Ranlett Flint']","148,000",https://www.ibm.com/,https://www.abc.xyz/,"['Technology', 'Software and IT', 'Software Products', 'Computers Hardware', 'Laptops', 'Cloud Services', 'Artificial Intelligence', 'Internet of Things', 'Electronics', 'Consumer Electronics']","['Technology', 'Advertising', 'AI']",valueToday_dataset,Tech_dataset,,,,,,,,
0,APPLE INC.,Microsoft Corporation,"['California(CA)', 'UNITED STATES']",USA,,"['$2.45 Trillion', '$195 Billion']","['3192', nan]","218,000",https://www.info-clipper.com/en/company/united-states/apple-inc.usd10543w.html,https://www.microsoft.com/,,"['Technology', 'Software', 'Enterprise Solutions']",wissel_aziende_info_clipper,Tech_dataset,,,,,1 APPLE PARK WAY,,"['CUPERTINO', 'Headquarter']",
0,Amazon,Alphabet Inc,USA,USA,"['$960.28 B', '$94.13', '-1.43%', '-45.23%']","['$1.75 Trillion', '$270 Billion']",5,"148,000",,https://www.abc.xyz/,,"['Technology', 'Advertising', 'AI']",companiesMarketCap_dataset,Tech_dataset,"['E-Commerce', 'Internet', 'Tech', 'Retail']",,,,,,,
0,APPLE INC.,Amazon,"['California(CA)', 'UNITED STATES']",USA,,"['$960.28 B', '$94.13', '-1.43%', '-45.23%']","['3192', nan]",5,https://www.info-clipper.com/en/company/united-states/apple-inc.usd10543w.html,,,,wissel_aziende_info_clipper,companiesMarketCap_dataset,,"['E-Commerce', 'Internet', 'Tech', 'Retail']",,,1 APPLE PARK WAY,,"['CUPERTINO', 'Headquarter']",
0,Ibm,SAP Technologies,USA,Germany,"['57,350 Million USD', '5,743 Million USD', 'Dec-2021', '132,000 Million USD', '113,100 Million USD', '18,901 Million USD']","['151 Billion EUR', '27.5 Billion EUR']","['123', 'New York', '375,300', 'Arvind Krishna', 'Charles Ranlett Flint']","100,200",https://www.ibm.com/,https://www.sap-technologies.com/,"['Technology', 'Software and IT', 'Software Products', 'Computers Hardware', 'Laptops', 'Cloud Services', 'Artificial Intelligence', 'Internet of Things', 'Electronics', 'Consumer Electronics']","['Software', 'Technology', 'Cloud Solutions']",valueToday_dataset,Tech_dataset,,,,,,,,
0,Delta Electronics,Sony Electronics,Taiwan,Japan,"['10,963 Million USD', '934 Million USD', 'Dec-2021', '12,721 Million USD', '7,328 Million USD', '5,393 Million USD']","['118 Billion USD', '19.5 Billion USD']","['790', nan, '80,000', 'Ping Zheng', nan]","109,000",https://www.deltaww.com/,https://www.sony-electronics.com/,"['Technology', 'Electronics', 'Technology Hardware and Instruments', 'Capital Goods']","['Consumer Electronics', 'Technology', 'Retail']",valueToday_dataset,Tech_dataset,,,,,,,,
0,Ibm,Google,USA,USA,"['57,350 Million USD', '5,743 Million USD', 'Dec-2021', '132,000 Million USD', '113,100 Million USD', '18,901 Million USD']","['$1.8 Trillion', '$280 Billion']","['123', 'New York', '375,300', 'Arvind Krishna', 'Charles Ranlett Flint']","150,000",https://www.ibm.com/,https://www.google.com/,"['Technology', 'Software and IT', 'Software Products', 'Computers Hardware', 'Laptops', 'Cloud Services', 'Artificial Intelligence', 'Internet of Things', 'Electronics', 'Consumer Electronics']","['Technology', 'Internet', 'AI']",valueToday_dataset,Tech_dataset,,,,,,,,
0,Volkswagen,Toyota Auto,Germany,Japan,"['500 Billion EUR', '70 Billion EUR']","['298 Billion USD', '29.8 Billion USD']","662,575","365,500",https://www.volkswagen.com/,https://www.toyota-auto.com/,"['Automotive', 'Electric Vehicles']","['Automotive', 'Manufacturing']",Auto_dataset,Auto_dataset,,,,,,,,
0,SAP Technologies,Volkswagen Motors,Germany,Germany,"['151 Billion EUR', '27.5 Billion EUR']","['498 Billion EUR', '69.5 Billion EUR']","100,200","661,000",https://www.sap-technologies.com/,https://www.volkswagen-motors.com/,"['Software', 'Technology', 'Cloud Solutions']","['Automotive', 'Electric Vehicles', 'Transportation']",Tech_dataset,Auto_dataset,,,,,,,,
0,IBM,Siemens,United States,Germany,"['$67.25 B', '$5.52 B', '$133.28 B', '$124.33 B']","['120 Billion EUR', '20 Billion EUR']",,"303,000",,https://www.siemens.com/,,"['Technology', 'Automation', 'Energy', 'Healthcare']",MalPatSaj_forbes,Tech_dataset,,,,,,,,
0,IBM,Alphabet Inc,United States,USA,"['$67.25 B', '$5.52 B', '$133.28 B', '$124.33 B']","['$1.75 Trillion', '$270 Billion']",,"148,000",,https://www.abc.xyz/,,"['Technology', 'Advertising', 'AI']",MalPatSaj_forbes,Tech_dataset,,,,,,,,
0,Ibm,SAP,USA,Germany,"['57,350 Million USD', '5,743 Million USD', 'Dec-2021', '132,000 Million USD', '113,100 Million USD', '18,901 Million USD']","['150 Billion EUR', '27 Billion EUR']","['123', 'New York', '375,300', 'Arvind Krishna', 'Charles Ranlett Flint']","100,000",https://www.ibm.com/,https://www.sap.com/,"['Technology', 'Software and IT', 'Software Products', 'Computers Hardware', 'Laptops', 'Cloud Services', 'Artificial Intelligence', 'Internet of Things', 'Electronics', 'Consumer Electronics']","['Technology', 'Software', 'Enterprise Solutions']",valueToday_dataset,Tech_dataset,,,,,,,,
0,Microsoft,Alphabet Inc,USA,USA,"['$2.5 Trillion', '$198 Billion']","['$1.75 Trillion', '$270 Billion']","221,000","148,000",https://www.microsoft.com/,https://www.abc.xyz/,"['Technology', 'Software', 'Cloud Computing']","['Technology', 'Advertising', 'AI']",Tech_dataset,Tech_dataset,,,,,,,,
0,Tesla,Volkswagen Motors,USA,Germany,"['$1.2 Trillion', '$80 Billion']","['498 Billion EUR', '69.5 Billion EUR']","110,000","661,000",https://www.tesla.com/,https://www.volkswagen-motors.com/,"['Electric Vehicles', 'Automotive', 'Technology']","['Automotive', 'Electric Vehicles', 'Transportation']",EV_dataset,Auto_dataset,,,,,,,,
0,APPLE INC.,International Business Machines Corp,"['California(CA)', 'UNITED STATES']",United States of America,,"['$126.9B', '$57.4B']","['3192', nan]","307,600",https://www.info-clipper.com/en/company/united-states/apple-inc.usd10543w.html,,,,wissel_aziende_info_clipper,output_globaldata,,Technology and Communications,,,1 APPLE PARK WAY,,"['CUPERTINO', 'Headquarter']","1 New Orchard Road, Armonk, New York, 10504"
0,TESLA MOTORS INC.,Microsoft Corporation,USA,USA,"['$900 Billion', '$75 Billion']","['$2.45 Trillion', '$195 Billion']","108,000","218,000",https://www.teslamotors.com/,https://www.microsoft.com/,"['Electric Vehicles', 'Batteries', 'AI']","['Technology', 'Software', 'Enterprise Solutions']",EV_dataset,Tech_dataset,,,,,,,,
0,IBM,SAP Technologies,United States,Germany,"['$67.25 B', '$5.52 B', '$133.28 B', '$124.33 B']","['151 Billion EUR', '27.5 Billion EUR']",,"100,200",,https://www.sap-technologies.com/,,"['Software', 'Technology', 'Cloud Solutions']",MalPatSaj_forbes,Tech_dataset,,,,,,,,
0,Tesla,Google,USA,USA,"['$1.2 Trillion', '$80 Billion']","['$1.8 Trillion', '$280 Billion']","110,000","150,000",https://www.tesla.com/,https://www.google.com/,"['Electric Vehicles', 'Automotive', 'Technology']","['Technology', 'Internet', 'AI']",EV_dataset,Tech_dataset,,,,,,,,
0,Tesla,Toyota,USA,Japan,"['$1.2 Trillion', '$80 Billion']","['300 Billion USD', '30 Billion USD']","110,000","366,283",https://www.tesla.com/,https://www.toyota-global.com/,"['Electric Vehicles', 'Automotive', 'Technology']","['Automotive', 'Electric Vehicles']",EV_dataset,Auto_dataset,,,,,,,,
0,IBM,Google,United States,USA,"['$67.25 B', '$5.52 B', '$133.28 B', '$124.33 B']","['$1.8 Trillion', '$280 Billion']",,"150,000",,https://www.google.com/,,"['Technology', 'Internet', 'AI']",MalPatSaj_forbes,Tech_dataset,,,,,,,,
0,Amazon,AMAZON ITALIA LOGISTICA SRL,USA,"['ITALY', 'ITALY']","['$960.28 B', '$94.13', '-1.43%', '-45.23%']",,5,"['3903', nan]",,https://www.info-clipper.com/en/company/italy/amazon-italia-logistica-srl.itd74gd6a.html,,,companiesMarketCap_dataset,wissel_aziende_info_clipper,"['E-Commerce', 'Internet', 'Tech', 'Retail']",,,,,VIALE MONTE GRAPPA 3/5,,"['MILANO', 'Headquarter']"
0,Ibm,Delta Electronics Inc,USA,Taiwan,"['57,350 Million USD', '5,743 Million USD', 'Dec-2021', '132,000 Million USD', '113,100 Million USD', '18,901 Million USD']","['$24.6B', '$11.3B']","['123', 'New York', '375,300', 'Arvind Krishna', 'Charles Ranlett Flint']","68,000",https://www.ibm.com/,,"['Technology', 'Software and IT', 'Software Products', 'Computers Hardware', 'Laptops', 'Cloud Services', 'Artificial Intelligence', 'Internet of Things', 'Electronics', 'Consumer Electronics']",,valueToday_dataset,output_globaldata,,Technology and Communications,,,,,,"No. 186, Ruey Kuang Road, Neihu District, Taipei, 114501"
0,Ibm,Sony Technologies,USA,Japan,"['57,350 Million USD', '5,743 Million USD', 'Dec-2021', '132,000 Million USD', '113,100 Million USD', '18,901 Million USD']","['122 Billion USD', '20.5 Billion USD']","['123', 'New York', '375,300', 'Arvind Krishna', 'Charles Ranlett Flint']","110,500",https://www.ibm.com/,https://www.sony-technologies.com/,"['Technology', 'Software and IT', 'Software Products', 'Computers Hardware', 'Laptops', 'Cloud Services', 'Artificial Intelligence', 'Internet of Things', 'Electronics', 'Consumer Electronics']","['Technology', 'Electronics', 'Entertainment']",valueToday_dataset,Tech_dataset,,,,,,,,
0,Volkswagen Manufacturing,Toyota Corporation,Germany,Japan,"['505 Billion EUR', '71 Billion EUR']","['302 Billion USD', '30.2 Billion USD']","663,500","367,000",https://www.volkswagen-manufacturing.com/,https://www.toyota-corporation.com/,"['Automotive', 'Manufacturing', 'Transportation']","['Automotive', 'Electric Vehicles', 'Mobility']",Auto_dataset,Auto_dataset,,,,,,,,
1,Apple,Apple Inc.,USA,USA,2700 Billion USD,2725 Billion USD,154000,152500,https://www.apple.com,https://www.apple.com,Technology,Technology,Inc.,Inc.,"1 Apple Park Way, Cupertino, CA","One Apple Campus, Cupertino, CA",Active,Active, ,
1,Nvidia Corporation,Nvidia,USA,USA,1400 Billion USD,1395 Billion USD,26500,27000,https://www.nvidia.com,https://www.nvidia.com,Technology,Technology,Inc.,Inc.,"2788 San Tomas Expressway, Santa Clara, CA","Santa Clara, California",Active,Active, ,
1,Tesla,Tesla Inc.,USA,USA,650 Billion USD,655 Billion USD,127855,125800,https://www.tesla.com,https://www.tesla.com,Automotive,Automotive,Inc.,Inc.,"3500 Deer Creek Road, Palo Alto, CA","Tesla HQ, Texas",Active,Active, ,
1,Microsoft Corporation,Microsoft,USA,USA,2800 Billion USD,2795 Billion USD,220000,223000,https://www.microsoft.com,https://www.microsoft.com,Technology,Technology,Inc.,Inc.,"1 Microsoft Way, Redmond, WA","Microsoft Campus, WA",Active,Active, ,
1,Amazon.com,Amazon,USA,USA,1750 Billion USD,1745 Billion USD,1600000,1585000,https://www.amazon.com,https://www.amazon.com,Retail,Retail,Inc.,Inc.,"410 Terry Ave N, Seattle, WA","Amazon Headquarters, Seattle",Active,Active, ,
1,Alphabet,Google,USA,USA,1900 Billion USD,1920 Billion USD,182000,181500,https://www.abc.xyz,https://www.google.com,Technology,Technology,LLC,Inc.,"1600 Amphitheatre Parkway, Mountain View, CA","Googleplex, Mountain View",Active,Active, ,
1,Meta Platforms,Facebook,USA,USA,1150 Billion USD,1145 Billion USD,87000,86500,https://www.meta.com,https://www.facebook.com,Technology,Technology,Inc.,Inc.,"1 Hacker Way, Menlo Park, CA","Menlo Park, California",Active,Active, ,
1,Berkshire Hathaway,Berkshire Hathaway Inc.,USA,USA,830 Billion USD,825 Billion USD,383000,385000,https://www.berkshirehathaway.com,https://www.berkshirehathaway.com,Finance,Finance,Inc.,Inc.,"3555 Farnam Street, Omaha, NE","Omaha, Nebraska",Active,Active, ,
1,Samsung Electronics,Samsung,South Korea,South Korea,570 Billion USD,565 Billion USD,266000,267500,https://www.samsung.com,https://www.samsung.com,Technology,Technology,Ltd.,Ltd.,"129 Samsung-ro, Yeongtong-gu, Suwon-si","Seoul, South Korea",Active,Active, ,
