company_name,company_country,company_employees,company_website,address name,city,location type,file_name
AB AGRI LIMITED,UNITED KINGDOM|UNITED KINGDOM,1027,https://www.info-clipper.com/en/company/united-kingdom/ab-agri-limited.gbd3ia4ff.html,64 Innovation Way Lynch Wood Lynch Wood,PETERBOROUGH,Headquarter,wissel_aziende_info_clipper
ONCLUSIVE MEDIA SRL,ITALY|ITALY,1028,https://www.info-clipper.com/en/company/italy/onclusive-media-srl.itd73qe17.html,VIA ALBERTO DOMINUTTI 20,VERONA,Headquarter,wissel_aziende_info_clipper
LIONSGATE PRODUCTIONS. INC.,California(CA)|UNITED STATES,1029,https://www.info-clipper.com/en/company/united-states/lionsgate-productions-inc.usdhyaj4.html,2700 COLORADO AVE,SANTA MONICA,Single address,wissel_aziende_info_clipper
NATWEST MARKETS N.V.,UNITED KINGDOM|UNITED KINGDOM,1030,https://www.info-clipper.com/en/company/united-kingdom/natwest-markets-nv.gbd3uxmtk.html,280 Bishopsgate,LONDON,Headquarter,wissel_aziende_info_clipper
DYNACAST ITALIA TORINO SPA,ITALY|ITALY,1031,https://www.info-clipper.com/en/company/italy/dynacast-italia-torino-spa.itd73fwcf.html,LOCALITA' VAUDA DI GROSSO 24/BIS,GROSSO,Headquarter,wissel_aziende_info_clipper
STARZPLAY US. LLC,California(CA)|UNITED STATES,1032,https://www.info-clipper.com/en/company/united-states/starzplay-us-llc.usd1xp4y1.html,2700 COLORADO AVE,SANTA MONICA,Single address,wissel_aziende_info_clipper
RB UK COMMERCIAL LIMITED,UNITED KINGDOM|UNITED KINGDOM,1033,https://www.info-clipper.com/en/company/united-kingdom/rb-uk-commercial-limited.gbd3mu5bz.html,103-105 Bath Road,SLOUGH,Headquarter,wissel_aziende_info_clipper
VOSSLOH-SCHWABE ITALIA SPA,ITALY|ITALY,1034,https://www.info-clipper.com/en/company/italy/vossloh-schwabe-italia-spa.itd733dji.html,VIA SAN MARTINO 15,SARSINA (PIANO ),Headquarter,wissel_aziende_info_clipper
REMOTE TECHNOLOGY. INC.,California(CA)|UNITED STATES,1035,https://www.info-clipper.com/en/company/united-states/remote-technology-inc.usd1xrh7j.html,18 BARTOL ST STE 1128,SAN FRANCISCO,Headquarter,wissel_aziende_info_clipper
ABELLIO EAST ANGLIA LIMITED,UNITED KINGDOM|UNITED KINGDOM,1036,https://www.info-clipper.com/en/company/united-kingdom/abellio-east-anglia-limited.gbd3ljacr.html,2nd Floor St Andrews House. 18-20 St. Andrew Street,LONDON,Headquarter,wissel_aziende_info_clipper
TRE ALTAMIRA SRL,ITALY|ITALY,1037,https://www.info-clipper.com/en/company/italy/tre-altamira-srl.itdaf0a7g.html,RIPA DI PORTA TICINESE 79,MILANO,Headquarter,wissel_aziende_info_clipper
WELOCALIZE. INC.,New York(NY)|UNITED STATES,1038,https://www.info-clipper.com/en/company/united-states/welocalize-inc.usdfd7r6m.html,15 W 37TH ST FL 4,NEW YORK,Headquarter,wissel_aziende_info_clipper
ABELLIO EAST MIDLANDS LIMITED,UNITED KINGDOM|UNITED KINGDOM,1039,https://www.info-clipper.com/en/company/united-kingdom/abellio-east-midlands-limited.gbd3nprnp.html,2nd Floor St Andrew's House 18-20 St Andrew Street,LONDON,Single address,wissel_aziende_info_clipper
DELUXE ETS ITALY SRL,ITALY|ITALY,1040,https://www.info-clipper.com/en/company/italy/deluxe-ets-italy-srl.itd78mks9.html,VIA DEI CAIROLI 9,VICENZA,Single address,wissel_aziende_info_clipper
VEOLIA WATER NORTH AMERICA OPERATING SERVICES. LLC,Massachusetts(MA)|UNITED STATES,1041|VEOLIA NORTH AMERICA,https://www.info-clipper.com/en/company/united-states/veolia-water-north-america-operating-services-llc.usd2unfb3.html,53 STATE ST STE 14,BOSTON,Headquarter,wissel_aziende_info_clipper
DB CARGO (UK) HOLDINGS LIMITED,UNITED KINGDOM|UNITED KINGDOM,1042,https://www.info-clipper.com/en/company/united-kingdom/db-cargo-holdings-limited.gbd84tczm.html,310 Goswell Road,LONDON,Headquarter,wissel_aziende_info_clipper
GRENKE LOCAZIONE SRL,ITALY|ITALY,1043,https://www.info-clipper.com/en/company/italy/grenke-locazione-srl.itd5lsnug.html,VIA GAETANO DE CASTILLIA 23,MILANO,Headquarter,wissel_aziende_info_clipper
VEOLIA NORTH AMERICA. LLC,Massachusetts(MA)|UNITED STATES,1044|VEOLIA,https://www.info-clipper.com/en/company/united-states/veolia-north-america-llc.usdd2mlhc.html,53 STATE ST STE 14,BOSTON,Headquarter,wissel_aziende_info_clipper
AZELIS UK LIMITED,UNITED KINGDOM|UNITED KINGDOM,1045,https://www.info-clipper.com/en/company/united-kingdom/azelis-uk-limited.gbd3wfmy9.html,AXIS HOUSE TUDOR ROAD. MANOR PARK,RUNCORN,Headquarter,wissel_aziende_info_clipper
AMAZON ITALIA SERVICES SRL,ITALY|ITALY,1046,https://www.info-clipper.com/en/company/italy/amazon-italia-services-srl.itd5lz6kz.html,VIALE MONTE GRAPPA 3/5,MILANO,Headquarter,wissel_aziende_info_clipper
VEOLIA NORTH AMERICA. INC.,Massachusetts(MA)|UNITED STATES,1047|VEOLIA,https://www.info-clipper.com/en/company/united-states/veolia-north-america-inc.usd1cb05n.html,53 STATE ST 14TH FL,BOSTON,Single address,wissel_aziende_info_clipper
DOLFIN FINANCIAL (UK) LTD,UNITED KINGDOM|UNITED KINGDOM,1048,https://www.info-clipper.com/en/company/united-kingdom/dolfin-financial-ltd.gbd3l6i9c.html,C/O Evelyn Partners LLP 45 Gresham Street,LONDON,Headquarter,wissel_aziende_info_clipper
AMAZON ITALIA LOGISTICA SRL,ITALY|ITALY,1049,https://www.info-clipper.com/en/company/italy/amazon-italia-logistica-srl.itd74gd6a.html,VIALE MONTE GRAPPA 3/5,MILANO,Headquarter,wissel_aziende_info_clipper
ANAPLAN. INC.,California(CA)|UNITED STATES,1050,https://www.info-clipper.com/en/company/united-states/anaplan-inc.usdpsikz.html,50 HAWTHORNE ST,SAN FRANCISCO,Headquarter,wissel_aziende_info_clipper
INEOS ACETYLS UK LIMITED,UNITED KINGDOM|UNITED KINGDOM,1051,https://www.info-clipper.com/en/company/united-kingdom/ineos-acetyls-uk-limited.gbd3nrl0t.html,Hawkslease Chapel Lane,LYNDHURST,Headquarter,wissel_aziende_info_clipper
AMAZON ITALIA CUSTOMER SERVICES SRL,ITALY|ITALY,1052,https://www.info-clipper.com/en/company/italy/amazon-italia-customer-services-srl.itde6cdny.html,VIALE MONTE GRAPPA 3/5,MILANO,Headquarter,wissel_aziende_info_clipper
BUSINESS WIRE. INC.,California(CA)|UNITED STATES,1053,https://www.info-clipper.com/en/company/united-states/business-wire-inc.usdqsz75.html,101 CALIFORNIA ST FL 20,SAN FRANCISCO,Headquarter,wissel_aziende_info_clipper
ABN AMRO CLEARING LONDON LIMITED,UNITED KINGDOM|UNITED KINGDOM,1054,https://www.info-clipper.com/en/company/united-kingdom/abn-amro-clearing-london-limited.gbd3pnl03.html,5 Aldermanbury Square,LONDON,Single address,wissel_aziende_info_clipper
AMAZON EU S.A RL,ITALY|ITALY,1055,https://www.info-clipper.com/en/company/italy/amazon-eu-sa-rl.itd77cbuv.html,VIALE MONTE GRAPPA 3/5,MILANO,Headquarter,wissel_aziende_info_clipper
BRUNSWICK GROUP LLP,New York(NY)|UNITED STATES,1056,https://www.info-clipper.com/en/company/united-states/brunswick-group-llp.usdg6yod.html,1114 AVENUE OF THE AMERICAS,NEW YORK,Headquarter,wissel_aziende_info_clipper
SHELL INTERNATIONAL PETROLEUM COMPANY LIMITED,UNITED KINGDOM|UNITED KINGDOM,1057,https://www.info-clipper.com/en/company/united-kingdom/shell-international-petroleum-company-limited.gbd3h6pxz.html,Shell Centre York Road,LONDON,Headquarter,wissel_aziende_info_clipper
AMAZON ITALIA TRANSPORT SRL,ITALY|ITALY,1058,https://www.info-clipper.com/en/company/italy/amazon-italia-transport-srl.itd78hcoo.html,VIALE MONTE GRAPPA 3/5,MILANO,Headquarter,wissel_aziende_info_clipper
PORTMAN RIDGE FINANCE CORPORATION,New York(NY)|UNITED STATES,1059,https://www.info-clipper.com/en/company/united-states/portman-ridge-finance-corporation.usdd2lnzo.html,650 MADISON AVE FL 23,NEW YORK,Headquarter,wissel_aziende_info_clipper
CROWN PACKAGING MANUFACTURING UK LIMITED,UNITED KINGDOM|UNITED KINGDOM,1060|CROWN,https://www.info-clipper.com/en/company/united-kingdom/crown-packaging-manufacturing-uk-limited.gbd3o6zn1.html,Borland Avenue,CARLISLE,,wissel_aziende_info_clipper
AMAZON ONLINE ITALY SRL,ITALY|ITALY,1061,https://www.info-clipper.com/en/company/italy/amazon-online-italy-srl.itd78bsg8.html,VIALE MONTE GRAPPA 3/5,MILANO,Headquarter,wissel_aziende_info_clipper
ARCHETYPE AGENCY LLC,New York(NY)|UNITED STATES,1062,https://www.info-clipper.com/en/company/united-states/archetype-agency-llc.usd8kj2e.html,666 3RD AVE FL 7,NEW YORK,Headquarter,wissel_aziende_info_clipper
CROWN HOLDINGS LIMITED,UNITED KINGDOM|UNITED KINGDOM,1063|CROWN PARTNERSHIP,https://www.info-clipper.com/en/company/united-kingdom/crown-holdings-limited.gbd3ndc38.html,The Maltings Norton Heath,INGATESTONE,,wissel_aziende_info_clipper
LIBERTY SPECIALTY MARKETS EUROPE SARL FILIALE ITALIANA,ITALY|ITALY,1064,https://www.info-clipper.com/en/company/italy/liberty-specialty-markets-europe-sarl-filiale-italiana.itd795yoz.html,VIA FABIO FILZI 29,MILANO,Single address,wissel_aziende_info_clipper
PIXAR,California(CA)|UNITED STATES,1065|PIXAR ANIMATION STUDIOS,https://www.info-clipper.com/en/company/united-states/pixar.usd2i7ioz.html,1200 PK AVE,EMERYVILLE,Headquarter,wissel_aziende_info_clipper
ECOATM INTERNATIONAL LIMITED,UNITED KINGDOM|UNITED KINGDOM,1066,https://www.info-clipper.com/en/company/united-kingdom/ecoatm-international-limited.gbd3pjibn.html,5A Frascati Way,MAIDENHEAD,Headquarter,wissel_aziende_info_clipper
DIRECT CHANNEL SPA,ITALY|ITALY,1067,https://www.info-clipper.com/en/company/italy/direct-channel-spa.itd77qgam.html,VIA ARNOLDO MONDADORI 1,SEGRATE,Headquarter,wissel_aziende_info_clipper
ZIP CO US INC.,New York(NY)|UNITED STATES,1068,https://www.info-clipper.com/en/company/united-states/zip-co-us-inc.usd23hqdq.html,228 PARK AVE S,NEW YORK,Single address,wissel_aziende_info_clipper
A-PLAN HOLDINGS,UNITED KINGDOM|UNITED KINGDOM,1069,https://www.info-clipper.com/en/company/united-kingdom/a-plan-holdings.gbd4ut6sz.html,2 Des Roches Square,WITNEY,Headquarter,wissel_aziende_info_clipper
WIND TRE SPA,ITALY|ITALY,1070,https://www.info-clipper.com/en/company/italy/wind-tre-spa.itd5ltoiq.html,LARGO METROPOLITANA 5,RHO,Headquarter,wissel_aziende_info_clipper
LUCASFILM LTD. LLC,California(CA)|UNITED STATES,1071,https://www.info-clipper.com/en/company/united-states/lucasfilm-ltd-llc.usdzt0a2.html,1110 GORGAS AVE BLDG C HR,SAN FRANCISCO,Headquarter,wissel_aziende_info_clipper
TESCO PLC,UNITED KINGDOM|UNITED KINGDOM,1072,https://www.info-clipper.com/en/company/united-kingdom/tesco-plc.gbd3l3xo3.html,TESCO HOUSE SHIRE PARK KESTREL WAY,WELWYN GARDEN CITY,Headquarter,wissel_aziende_info_clipper
ESPRINET SPA,ITALY|ITALY,1073,https://www.info-clipper.com/en/company/italy/esprinet-spa.itd751mk4.html,VIA ENERGY PARK 20,VIMERCATE,Headquarter,wissel_aziende_info_clipper
LUCASFILM ENTERTAINMENT COMPANY LTD. LLC,California(CA)|UNITED STATES,1074|LUCASARTS GAMES,https://www.info-clipper.com/en/company/united-states/lucasfilm-entertainment-company-ltd-llc.usda5ye1g.html,1110 GORGAS AVE,SAN FRANCISCO,Headquarter,wissel_aziende_info_clipper
BOOHOO.COM UK LIMITED,UNITED KINGDOM|UNITED KINGDOM,1075,https://www.info-clipper.com/en/company/united-kingdom/boohoocom-uk-limited.gbd5rxyd8.html,49-51 Dale Street,MANCHESTER,Headquarter,wissel_aziende_info_clipper
DUPESSEY ITALIA SRL,ITALY|ITALY,1076,https://www.info-clipper.com/en/company/italy/dupessey-italia-srl.itd7l51tm.html,VIA MOLINO DELLA SPLUA 2,TROFARELLO,Headquarter,wissel_aziende_info_clipper
UNIFORM COLOR COMPANY,Michigan(MI)|UNITED STATES,1077,https://www.info-clipper.com/en/company/united-states/uniform-color-company.usdmzsrt.html,942 BROOKS AVE,HOLLAND,Headquarter,wissel_aziende_info_clipper
BOOHOO GROUP PLC,UNITED KINGDOM|UNITED KINGDOM,1078,https://www.info-clipper.com/en/company/united-kingdom/boohoo-group-plc.gbd3mzuxs.html,49-51 Dale Street,MANCHESTER,Headquarter,wissel_aziende_info_clipper
LNS ITALIA SRL,ITALY|ITALY,1079,https://www.info-clipper.com/en/company/italy/lns-italia-srl.itd7cnr65.html,VIA MONSIGNORE ROBERTO COLOMBO 34,CASTELLANZA,Headquarter,wissel_aziende_info_clipper
TWITCH INTERACTIVE. INC.,California(CA)|UNITED STATES,1080,https://www.info-clipper.com/en/company/united-states/twitch-interactive-inc.usdbuw7i.html,350 BUSH ST 2ND FL,SAN FRANCISCO,Single address,wissel_aziende_info_clipper
URENCO LIMITED,UNITED KINGDOM|UNITED KINGDOM,1081,https://www.info-clipper.com/en/company/united-kingdom/urenco-limited.gbd3lecrz.html,Sefton Park Bells Hill Stoke Poges,SLOUGH,Headquarter,wissel_aziende_info_clipper
ARUBA SPA,ITALY|ITALY,1082,https://www.info-clipper.com/en/company/italy/aruba-spa.itd7djdvp.html,LOCALITA' PALAZZETTO 4,BIBBIENA,Headquarter,wissel_aziende_info_clipper
INFOR. INC.,New York(NY)|UNITED STATES,1083,https://www.info-clipper.com/en/company/united-states/infor-inc.usd1apxiu.html,641 AVENUE OF THE AMERICAS,NEW YORK,Headquarter,wissel_aziende_info_clipper
LNRS DATA SERVICES LIMITED,UNITED KINGDOM|UNITED KINGDOM,1084|Railway Gazette International/Farmers Weekly,https://www.info-clipper.com/en/company/united-kingdom/lnrs-data-services-limited.gbd3hc8s6.html,Quadrant House The Quadrant,SUTTON,,wissel_aziende_info_clipper
GESTIONI SPA,ITALY|ITALY,1085,https://www.info-clipper.com/en/company/italy/gestioni-spa.itd7cidk0.html,VIA ROMA 110,ALBINO,Headquarter,wissel_aziende_info_clipper
PHILIP MORRIS INTERNATIONAL INC.,New York(NY)|UNITED STATES,1086|PHILIP MORRIS,https://www.info-clipper.com/en/company/united-states/philip-morris-international-inc.usd39bzag.html,120 PARK AVE,NEW YORK,Headquarter,wissel_aziende_info_clipper
ASCENT FLIGHT TRAINING (HOLDINGS) LIMITED,UNITED KINGDOM|UNITED KINGDOM,1087,https://www.info-clipper.com/en/company/united-kingdom/ascent-flight-training-limited.gbd3hos80.html,33 WIGMORE STREET,LONDON,Headquarter,wissel_aziende_info_clipper
A.A. MODELLERIA SRL,ITALY|ITALY,1088,https://www.info-clipper.com/en/company/italy/aa-modelleria-srl.itd73o1t7.html,VIA ROMA 142,ROLETTO,Headquarter,wissel_aziende_info_clipper
APTIV SERVICES US. LLC,Michigan(MI)|UNITED STATES,1089,https://www.info-clipper.com/en/company/united-states/aptiv-services-us-llc.usddrf9ad.html,5725 INNOVATION DR,TROY,Headquarter,wissel_aziende_info_clipper
CHR ESTATES LIMITED,UNITED KINGDOM|UNITED KINGDOM,1090,https://www.info-clipper.com/en/company/united-kingdom/chr-estates-limited.gbd3irb6e.html,1 Montpellier Gardens,HARROGATE,Headquarter,wissel_aziende_info_clipper
FLOS SPA,ITALY|ITALY,1091,https://www.info-clipper.com/en/company/italy/flos-spa.itd737p8v.html,VIA ANGELO FAINI 2,BOVEZZO,Headquarter,wissel_aziende_info_clipper
WALT DISNEY MUSIC COMPANY,California(CA)|UNITED STATES,1092|DISNEY,https://www.info-clipper.com/en/company/united-states/walt-disney-music-company.usdoi4tw.html,500 S BUENA VISTA,BURBANK,Headquarter,wissel_aziende_info_clipper
SHIMADZU UK LIMITED,UNITED KINGDOM|UNITED KINGDOM,1093,https://www.info-clipper.com/en/company/united-kingdom/shimadzu-uk-limited.gbd5plc4x.html,Unit 1a Mill Court Featherstone Road. Wolverton Mill,MILTON KEYNES,Single address,wissel_aziende_info_clipper
FLOS ROMA SRL,ITALY|ITALY,1094|FLOS,https://www.info-clipper.com/en/company/italy/flos-roma-srl.itd7ldjqc.html,VIA DEL BABUINO 84,ROMA,,wissel_aziende_info_clipper
WALT DISNEY IMAGINEERING RESEARCH & DEVELOPMENT. INC.,California(CA)|UNITED STATES,1095|DISNEY,https://www.info-clipper.com/en/company/united-states/walt-disney-imagineering-research-development-inc.usd37blq8.html,1401 FLOWER ST,GLENDALE,Headquarter,wissel_aziende_info_clipper
DFDS LOGISTICS LIMITED,UNITED KINGDOM|UNITED KINGDOM,1096,https://www.info-clipper.com/en/company/united-kingdom/dfds-logistics-limited.gbdc7do02.html,Norfolk House South Osborne Way. Immingham Dock,IMMINGHAM,Headquarter,wissel_aziende_info_clipper
ESSECO GROUP SRL,ITALY|ITALY,1097,https://www.info-clipper.com/en/company/italy/esseco-group-srl.itdaffedd.html,VIA SAN CASSIANO 99,TRECATE (SAN MARTINO ),Headquarter,wissel_aziende_info_clipper
MAJOR LEAGUE BASEBALL PROPERTIES. INC.,New York(NY)|UNITED STATES,1098|M L B,https://www.info-clipper.com/en/company/united-states/major-league-baseball-properties-inc.usd1ay7b7.html,1271 AVE OF THE AMERICAS,NEW YORK,Headquarter,wissel_aziende_info_clipper
DFDS LOGISTICS CONTRACTS LIMITED,UNITED KINGDOM|UNITED KINGDOM,1099,https://www.info-clipper.com/en/company/united-kingdom/dfds-logistics-contracts-limited.gbd3r3u8t.html,Nordic House Felixstowe Road,IMMINGHAM,Single address,wissel_aziende_info_clipper
ESSECO SRL,ITALY|ITALY,1100,https://www.info-clipper.com/en/company/italy/esseco-srl.itd755b2i.html,VIA SAN CASSIANO 99,TRECATE (SAN MARTINO ),Headquarter,wissel_aziende_info_clipper
MLB ADVANCED MEDIA. L.P.,New York(NY)|UNITED STATES,1101,https://www.info-clipper.com/en/company/united-states/mlb-advanced-media-lp.usd4kh1j.html,1271 AVE OF THE AMERICAS,NEW YORK,Headquarter,wissel_aziende_info_clipper
DFDS PENSION LIMITED,UNITED KINGDOM|UNITED KINGDOM,1102,https://www.info-clipper.com/en/company/united-kingdom/dfds-pension-limited.gbd3meerz.html,Norfolk House South Osborne Way,IMMINGHAM,Headquarter,wissel_aziende_info_clipper
ELBA ITALY SPA,ITALY|ITALY,1103,https://www.info-clipper.com/en/company/italy/elba-italy-spa.itd733e95.html,VIA MATTEO FABBIAN 7,BORSO DEL GRAPPA,Headquarter,wissel_aziende_info_clipper
DISNEY/ABC INTERNATIONAL TELEVISION. INC.,New York(NY)|UNITED STATES,1104|DISNEY,https://www.info-clipper.com/en/company/united-states/disneyabc-international-television-inc.usd1phmpe.html,111 EIGHTH AVE,NEW YORK,Headquarter,wissel_aziende_info_clipper
DFDS FRESH LOGISTICS LIMITED,UNITED KINGDOM|UNITED KINGDOM,1105,https://www.info-clipper.com/en/company/united-kingdom/dfds-fresh-logistics-limited.gbd3ndtkn.html,Hsf Logistics LTD UK Dfds Killingholme Airfield. North Killingholme,IMMINGHAM,Single address,wissel_aziende_info_clipper
SUPPLY@ME SRL,ITALY|ITALY,1106,https://www.info-clipper.com/en/company/italy/supplyme-srl.itd7992ab.html,VIA GIOSUE' CARDUCCI 36,MILANO,Headquarter,wissel_aziende_info_clipper
WALL STREET SYSTEMS DELAWARE. INC.,New York(NY)|UNITED STATES,1107,https://www.info-clipper.com/en/company/united-states/wall-street-systems-delaware-inc.usdg1875c.html,1345 AVEN OF THE AMERICAS 49TH FL,NEW YORK,Headquarter,wissel_aziende_info_clipper
COLT TECHNOLOGY SERVICES,UNITED KINGDOM|UNITED KINGDOM,1108|COLT,https://www.info-clipper.com/en/company/united-kingdom/colt-technology-services.gbd8cjcu8.html,Colt House 20 Great Eastern Street,LONDON,,wissel_aziende_info_clipper
HOWDEN ITALIA SPA,ITALY|ITALY,1109,https://www.info-clipper.com/en/company/italy/howden-italia-spa.itd7avntn.html,VIA DELLA POSTA 7,MILANO,Headquarter,wissel_aziende_info_clipper
MACY'S. INC.,New York(NY)|UNITED STATES,1110,https://www.info-clipper.com/en/company/united-states/macys-inc.usd45rb3.html,151 W 34TH ST,NEW YORK,Headquarter,wissel_aziende_info_clipper
COLT TECHNOLOGY SERVICES EUROPE LIMITED,UNITED KINGDOM|UNITED KINGDOM,1111,https://www.info-clipper.com/en/company/united-kingdom/colt-technology-services-europe-limited.gbd7l5ux0.html,Colt House 20 Great Eastern Street,LONDON,Headquarter,wissel_aziende_info_clipper
BARILLA HOLDING SRL,ITALY|ITALY,1112,https://www.info-clipper.com/en/company/italy/barilla-holding-srl.itd75k4bu.html,VIA MANTOVA 166,PARMA,Headquarter,wissel_aziende_info_clipper
UNIVISION COMMUNICATIONS INC.,New York(NY)|UNITED STATES,1113|BROADCAST MEDIA PARTNERS,https://www.info-clipper.com/en/company/united-states/univision-communications-inc.usd5o3ra.html,114 5TH AVE,NEW YORK,Headquarter,wissel_aziende_info_clipper
COLT DATA CENTRE SERVICES UK LIMITED,UNITED KINGDOM|UNITED KINGDOM,1114,https://www.info-clipper.com/en/company/united-kingdom/colt-data-centre-services-uk-limited.gbd3l2roz.html,Colt House 20 Great Eastern Street,LONDON,Headquarter,wissel_aziende_info_clipper
BARILLA G. E R. FRATELLI SPA,ITALY|ITALY,1115,https://www.info-clipper.com/en/company/italy/barilla-g-e-r-fratelli-spa.itd7839d3.html,VIA MANTOVA 166,PARMA,Headquarter,wissel_aziende_info_clipper
SIRIUS INTERNATIONAL HOLDING COMPANY. INC.,New York(NY)|UNITED STATES,1116,https://www.info-clipper.com/en/company/united-states/sirius-international-holding-company-inc.usd2g0um7.html,140 BROADWAY 32ND FL,NEW YORK,Headquarter,wissel_aziende_info_clipper
PRINCIPAL REAL ESTATE EUROPE LIMITED,UNITED KINGDOM|UNITED KINGDOM,1117,https://www.info-clipper.com/en/company/united-kingdom/principal-real-estate-europe-limited.gbd3hmds2.html,65 GROSVENOR ST,LONDON,Headquarter,wissel_aziende_info_clipper
FIRST SPA,ITALY|ITALY,1118|GRUPPO BARILLA,https://www.info-clipper.com/en/company/italy/first-spa.itd7a3s7m.html,VIA MANTOVA 166,PARMA,,wissel_aziende_info_clipper
SIRIUS XM HOLDINGS INC.,New York(NY)|UNITED STATES,1119,https://www.info-clipper.com/en/company/united-states/sirius-xm-holdings-inc.usdgke9e.html,1221 AVENUE OF THE AMERICAS FL 35,NEW YORK,Headquarter,wissel_aziende_info_clipper
ZODIA CUSTODY LIMITED,UNITED KINGDOM|UNITED KINGDOM,1120,https://www.info-clipper.com/en/company/united-kingdom/zodia-custody-limited.gbd3qcdyz.html,Thomas House 84 Eccleston Square,LONDON,Headquarter,wissel_aziende_info_clipper
INTEGRA DOCUMENT MANAGEMENT SRL,ITALY|ITALY,1121,https://www.info-clipper.com/en/company/italy/integra-document-management-srl.itd7lbvda.html,STRADA PROVINCIALE 11 PADANA SUPERIORE 2/B,CERNUSCO SUL NAVIGLIO,Headquarter,wissel_aziende_info_clipper
SCHOLASTIC CORPORATION,New York(NY)|UNITED STATES,1122,https://www.info-clipper.com/en/company/united-states/scholastic-corporation.usd2jux7b.html,557 BROADWAY,NEW YORK,Headquarter,wissel_aziende_info_clipper
CML F & L [TELFORD] LTD,UNITED KINGDOM|UNITED KINGDOM,1123,https://www.info-clipper.com/en/company/united-kingdom/cml-f-l-ltd.gbd3hth65.html,Unit 2 Brockton Business Park Halesfield 10,TELFORD,Single address,wissel_aziende_info_clipper
ELETTROSYSTEM SRL,ITALY|ITALY,1124,https://www.info-clipper.com/en/company/italy/elettrosystem-srl.itd769wjg.html,STRADA PROVINCIALE ASTI-CASORZO 38. KM.5 SNC,SCURZOLENGO,Single address,wissel_aziende_info_clipper
TRUMP ORGANIZATION. INC.. THE,New York(NY)|UNITED STATES,1125,https://www.info-clipper.com/en/company/united-states/trump-organization-inc-the.usd17frpc.html,725 5TH AVE FL 16,NEW YORK,Headquarter,wissel_aziende_info_clipper
ZIGZAG GLOBAL LTD,UNITED KINGDOM|UNITED KINGDOM,1126,https://www.info-clipper.com/en/company/united-kingdom/zigzag-global-ltd.gbd3ncg9j.html,14th Floor 33 Cavendish Square,LONDON,Headquarter,wissel_aziende_info_clipper
ARISTON HOLDING N.V.,ITALY|ITALY,1127,https://www.info-clipper.com/en/company/italy/ariston-holding-nv.itd7ag1ao.html,VIA BROLETTO 44,MILANO,Headquarter,wissel_aziende_info_clipper
TRUMP CORPORATION. THE,New York(NY)|UNITED STATES,1128,https://www.info-clipper.com/en/company/united-states/trump-corporation-the.usdeida8j.html,725 FIFTH AVE,NEW YORK,Single address,wissel_aziende_info_clipper
XODUS GROUP LIMITED,UNITED KINGDOM|UNITED KINGDOM,1129,https://www.info-clipper.com/en/company/united-kingdom/xodus-group-limited.gbd5qh1em.html,Xodus House 50 Huntly Street,ABERDEEN,Headquarter,wissel_aziende_info_clipper
CEMENTIR HOLDING N.V.,ITALY|ITALY,1130,https://www.info-clipper.com/en/company/italy/cementir-holding-nv.itd72zid8.html,CORSO DI FRANCIA 200,ROMA,Headquarter,wissel_aziende_info_clipper
TRUMP INTERNATIONAL MANAGEMENT CORP.,New York(NY)|UNITED STATES,1131|TRUMP INTERNATIONAL HOTEL & TOWER,https://www.info-clipper.com/en/company/united-states/trump-international-management-corp.usdfzjng1.html,ONE CENTRAL PARK W,NEW YORK,Single address,wissel_aziende_info_clipper
DIGNITY FUNERALS LIMITED,UNITED KINGDOM|UNITED KINGDOM,1132,https://www.info-clipper.com/en/company/united-kingdom/dignity-funerals-limited.gbd3ltc4s.html,4-10 King Edwards Court King Edwards Square,SUTTON COLDFIELD,Headquarter,wissel_aziende_info_clipper
ITALCER SPA,ITALY|ITALY,1133,https://www.info-clipper.com/en/company/italy/italcer-spa.itd73aqsd.html,VIA EMILIA OVEST 53/A,RUBIERA,Headquarter,wissel_aziende_info_clipper
VIACOM INTERNATIONAL INC.,New York(NY)|UNITED STATES,1134,https://www.info-clipper.com/en/company/united-states/viacom-international-inc.usdd0m309.html,1515 BROADWAY,NEW YORK,Headquarter,wissel_aziende_info_clipper
SMITH & NEPHEW UK LIMITED,UNITED KINGDOM|UNITED KINGDOM,1135,https://www.info-clipper.com/en/company/united-kingdom/smith-nephew-uk-limited.gbd70mz0d.html,BUILDING 5. CROXLEY PARK HATTERS LANE,WATFORD,Headquarter,wissel_aziende_info_clipper
POMELLATO SPA,ITALY|ITALY,1136,https://www.info-clipper.com/en/company/italy/pomellato-spa.itd732ehn.html,VIA ANNA NEERA 37,MILANO,Headquarter,wissel_aziende_info_clipper
ENTERCOM MEDIA CORP.,New York(NY)|UNITED STATES,1137|CBS,https://www.info-clipper.com/en/company/united-states/entercom-media-corp.usdzntyu.html,345 HUDSON ST,NEW YORK,Headquarter,wissel_aziende_info_clipper
DS SMITH PAPER LIMITED,UNITED KINGDOM|UNITED KINGDOM,1138|D S Smith Recycling,https://www.info-clipper.com/en/company/united-kingdom/ds-smith-paper-limited.gbd3i8q8f.html,Kemsley Mill Kemsley,SITTINGBOURNE,,wissel_aziende_info_clipper
POMELLATO EUROPA SPA,ITALY|ITALY,1139,https://www.info-clipper.com/en/company/italy/pomellato-europa-spa.itdaf60ic.html,VIA ANNA NEERA 37,MILANO,Headquarter,wissel_aziende_info_clipper
